pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
38812486,Educating the next generation of psychiatrists in the use of clinical neuromodulation therapies: what should all psychiatry residents know?,2024,Frontiers in psychiatry,Journal Article,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38812486/
38808659,Non-pharmacological interventions for improving language and communication in people with primary progressive aphasia.,2024,The Cochrane database of systematic reviews,Journal Article; Systematic Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38808659/
38804755,Depression: Managing Resistance and Partial Response to Treatment.,2024,American family physician,Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38804755/
38804482,The Effectiveness of Paired Associative Stimulation on Motor Recovery after Stroke: A Scoping Review.,2024,Neurology international,Journal Article; Scoping Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38804482/
38804042,Task-based EEG and fMRI paradigms in a multimodal clinical diagnostic framework for disorders of consciousness.,2024,Reviews in the neurosciences,Journal Article; Review,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38804042/
38802184,Contribution of neurophysiology to the diagnosis and monitoring of ALS.,2024,International review of neurobiology,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38802184/
38790934,Relationship between Non-Invasive Brain Stimulation and Autonomic Nervous System.,2024,Biomedicines,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38790934/
38790411,"The Past, Current and Future Research in Cerebellar TMS Evoked Responses-A Narrative Review.",2024,Brain sciences,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38790411/
38788246,Non-invasive treatments improve patient outcomes in chronic tinnitus: a systematic review and network meta-analysis.,2024,Brazilian journal of otorhinolaryngology,Journal Article; Systematic Review; Network Meta-Analysis,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38788246/
38787993,Efficacy of different rehabilitation therapies on post-stroke aphasia patients: A network meta-analysis.,2024,Medicine,Journal Article; Network Meta-Analysis,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38787993/
38780699,Utilizing fMRI to Guide TMS Targets: the Reliability and Sensitivity of fMRI Metrics at 3 T and 1.5 T.,2024,Neuroinformatics,Journal Article,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38780699/
38779808,Can non-invasive brain stimulation modulate peak alpha frequency in the human brain? A systematic review and meta-analysis.,2024,The European journal of neuroscience,Journal Article; Systematic Review; Meta-Analysis,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38779808/
38778139,How do I manage functional visual loss.,2024,"Eye (London, England)",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38778139/
38776083,Transcranial Magnetic Stimulation and Transcranial Direct Current Stimulation Across Mental Disorders: A Systematic Review and Dose-Response Meta-Analysis.,2024,JAMA network open,"Journal Article; Systematic Review; Meta-Analysis; Research Support, Non-U.S. Gov't",dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38776083/
38773020,Use of transcranial magnetic stimulation (TMS) for studying cognitive control in depressed patients: A systematic review.,2024,"Cognitive, affective & behavioral neuroscience",Journal Article; Systematic Review,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38773020/
38772676,Non-invasive brain stimulation and vision rehabilitation: a clinical perspective.,2024,Clinical & experimental optometry,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38772676/
38768088,Paired associative stimulation to enhance motor outcome in spinal cord injury: a systematic review of first evidence.,2024,Expert review of medical devices,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38768088/
38767645,Global trend of nondrug and nonsedativehypnotic treatment forinsomnia: a bibliometric study.,2024,Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38767645/
38761518,Adverse event monitoring and reporting in pediatric neuromodulatory studies: A systematic review.,2024,Journal of psychiatric research,Systematic Review; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38761518/
38759529,Getting closer to social interactions using electroencephalography in developmental cognitive neuroscience.,2024,Developmental cognitive neuroscience,"Journal Article; Review; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38759529/
38759496,Clinical efficacy of deep transcranial magnetic stimulation (dTMS) in psychiatric and cognitive disorders: A systematic review.,2024,Journal of psychiatric research,"Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38759496/
38758144,Repetitive Transcranial Magnetic Stimulation and Non-convulsive Electric Shock in the Treatment of Depression: A Meta-analysis.,2024,Alternative therapies in health and medicine,Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38758144/
38751884,Repetitive transcranial magnetic stimulation for post-stroke non-fluent aphasia: a systematic review and meta-analysis of randomized controlled trials.,2024,Frontiers in neurology,Systematic Review; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38751884/
38748342,Efficacy and safety of high-frequency repetitive transcranial magnetic stimulation (rTMS) for migraine: a meta-analysis of randomized controlled trials.,2024,Acta neurologica Belgica,Journal Article; Meta-Analysis; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38748342/
38747078,An update on noninvasive neuromodulation in the treatment of patients with prolonged disorders of consciousness.,2024,CNS neuroscience & therapeutics,"Journal Article; Review; Research Support, Non-U.S. Gov't",dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38747078/
38740269,Optimally combining transcranial magnetic stimulation with antidepressants in major depressive disorder: A systematic review and Meta-analysis.,2024,Journal of affective disorders,"Journal Article; Meta-Analysis; Systematic Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38740269/
38740182,Thresholds and mechanisms of human magnetophosphene perception induced by low frequency sinusoidal magnetic fields.,2024,Brain stimulation,Journal Article,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38740182/
38737585,Non-pharmacological therapies for treating non-motor symptoms in patients with Parkinson's disease: a systematic review and meta-analysis.,2024,Frontiers in aging neuroscience,Systematic Review; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38737585/
38729243,A New Angle on Transcranial Magnetic Stimulation Coil Orientation: A Targeted Narrative Review.,2024,Biological psychiatry. Cognitive neuroscience and neuroimaging,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38729243/
38728568,A Review of Transcranial Magnetic Stimulation and Transcranial Direct Current Stimulation Combined with Medication and Psychotherapy for Depression.,2024,Harvard review of psychiatry,"Journal Article; Research Support, Non-U.S. Gov't; Review",clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38728568/
38725643,Research hotspots and frontiers of cluster headaches: a bibliometric analysis.,2024,Frontiers in neurology,Systematic Review; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38725643/
38724125,Cognitive-Behavioral Therapy Enhancement Strategies.,2024,The Psychiatric clinics of North America,Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38724125/
38723735,The dose-effect relationship of six stimulation parameters with rTMS over left DLPFC on treatment-resistant depression: A systematic review and meta-analysis.,2024,Neuroscience and biobehavioral reviews,Journal Article; Meta-Analysis; Systematic Review,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38723735/
38715694,Efficacy of repetitive transcranial magnetic stimulation in post-stroke cognitive impairment: an overview of systematic reviews.,2024,Frontiers in neurology,Systematic Review; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38715694/
38713075,Central and Peripheral Motor Conduction Studies by Single-Pulse Magnetic Stimulation.,2024,"Journal of clinical neurology (Seoul, Korea)",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38713075/
38710424,Neurophysiological and neuroimaging markers of repetitive transcranial magnetic stimulation treatment response in major depressive disorder: A systematic review and meta-analysis of predictive modeling studies.,2024,Neuroscience and biobehavioral reviews,Journal Article; Meta-Analysis; Systematic Review,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38710424/
38709305,Motor function in multiple sclerosis assessed by navigated transcranial magnetic stimulation mapping.,2024,Journal of neurology,Journal Article,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38709305/
38706202,Royal Australian and New Zealand College of Psychiatrists professional practice guidelines for the administration of repetitive transcranial magnetic stimulation.,2024,The Australian and New Zealand journal of psychiatry,Journal Article; Practice Guideline; Review,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38706202/
38705104,Novel approaches to assessing upper motor neuron dysfunction in motor neuron disease/amyotrophic lateral sclerosis: IFCN handbook chapter.,2024,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38705104/
38696602,Noninvasive brain stimulation in autism: review and outlook for personalized interventions in adult patients.,2024,"Cerebral cortex (New York, N.Y. : 1991)","Journal Article; Review; Research Support, Non-U.S. Gov't",dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; technician_equipment_localization,mechanisms; patient_faq_adherence; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38696602/
38695969,Intervention modalities for brain fog caused by long-COVID: systematic review of the literature.,2024,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Systematic Review; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38695969/
38692711,TMS-fMRI Supports Roles for VLPFC and Downstream Regions in Cognitive Reappraisal.,2024,The Journal of neuroscience : the official journal of the Society for Neuroscience,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38692711/
38692474,Phosphene and motor transcranial magnetic stimulation thresholds are correlated: A meta-analytic investigation.,2024,Progress in neuro-psychopharmacology & biological psychiatry,Journal Article; Meta-Analysis; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38692474/
38691468,Novel Therapeutic Strategies of Non-Invasive Brain Stimulation and Nanomedicine in Pediatric Cerebral Palsy Patients.,2024,Neurology India,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38691468/
38684013,Unlocking Therapeutic Potential: The Role of Theta Burst Stimulation in Multiple Sclerosis Management.,2024,The primary care companion for CNS disorders,Journal Article; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38684013/
38682027,"Prognostic significance of tumor budding, desmoplastic reaction, and lymphocytic infiltration in patients with gastric adenocarcinoma.",2024,World journal of gastrointestinal pathophysiology,Journal Article,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38682027/
38677801,Neurocritical care and neuromonitoring considerations in acute pediatric spinal cord injury.,2024,Seminars in pediatric neurology,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; technician_equipment_localization,patient_faq_adherence; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38677801/
38673489,Treatment of Apathy in Parkinson's Disease and Implications for Underlying Pathophysiology.,2024,Journal of clinical medicine,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38673489/
38672008,Neuromodulation for Cannabis Use: A Scoping Review.,2024,Brain sciences,Journal Article; Scoping Review,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38672008/
38672006,Advances in Non-Invasive Neuromodulation Techniques for Improving Cognitive Function: A Review.,2024,Brain sciences,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38672006/
38671584,Theta burst stimulation for enhancing upper extremity motor functions after stroke: a systematic review of clinical and mechanistic evidence.,2024,Reviews in the neurosciences,Systematic Review; Journal Article; Meta-Analysis,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38671584/
38671560,A systematic review and meta-analysis of the preclinical and clinical results of low-field magnetic stimulation in cognitive disorders.,2024,Reviews in the neurosciences,Journal Article; Systematic Review; Meta-Analysis,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38671560/
38659844,Causal network localization of brain stimulation targets for trait anxiety.,2024,Research square,Preprint; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; technician_equipment_localization,mechanisms; patient_faq_adherence; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38659844/
38654374,Severe enduring anorexia nervosa (SE-AN) treatment options and their effectiveness: a review of literature.,2024,Journal of eating disorders,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications,patient_faq_adherence; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38654374/
38651344,The effect of intermittent theta burst stimulation for cognitive dysfunction: a meta-analysis.,2024,Brain injury,Journal Article; Meta-Analysis,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38651344/
38650309,Leveraging DNA methylation to predict treatment response in major depressive disorder: A critical review.,2024,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics","Journal Article; Review; Research Support, Non-U.S. Gov't",clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38650309/
38649689,The Mexican dataset of a repetitive transcranial magnetic stimulation clinical trial on cocaine use disorder patients: SUDMEX TMS.,2024,Scientific data,"Dataset; Journal Article; Research Support, Non-U.S. Gov't",guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38649689/
38645790,"Neuromodulation techniques in poststroke motor impairment recovery: Efficacy, challenges, and future directions.",2024,Tzu chi medical journal,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38645790/
38645587,A review of algorithms and software for real-time electric field modeling techniques for transcranial magnetic stimulation.,2024,Biomedical engineering letters,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38645587/
38645415,Corrigendum: Early improvement predicts clinical outcomes similarly in 10 Hz rTMS and iTBS therapy for depression.,2024,Frontiers in psychiatry,Published Erratum,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38645415/
38641257,Enhancing ventrolateral prefrontal cortex activation mitigates social pain and modifies subsequent social attitudes: Insights from TMS and fMRI.,2024,NeuroImage,"Journal Article; Research Support, Non-U.S. Gov't; Review",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38641257/
38641202,Neuropathic pain: Evidence based recommendations.,2024,"Presse medicale (Paris, France : 1983)",Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/38641202/
